,Hotel Name,Address,Rating (5),Price (2)
407,Khadak Singh Da Dhaba,"DP Complex,Karkardooma, East Delhi",3.2,800
408,Square Pizzeria,"PA Vihar, East Delhi",5.0,800
409,Big Fat Sandwich,"SH Khas, South Delhi",4.2,1000
410,Cream Forest Bakery,"BL Nagar, East Delhi",1.0,300
411,Storm Reloaded,"RE of Kailash, South Delhi",4.2,1800
412,Kaafila Rest 'O' Bar,"BK Community Center,Karkardooma, East Delhi",3.2,1700
413,Saleem's Restaurant,"RK Colony, South Delhi",4.4,800
414,Flavours from Heaven,"HK Nagar, West Delhi",3.5,1000
415,Club Cuba,"CT Leela Ambience Convention Hotel,Shahdara, East Delhi",4.1,3000
416,Saleem's Fine Dine,"DK Colony, South Delhi",4.3,1200
417,Cafe Sandoz,"SP Mall - NSP,Netaji Subhash Place, North Delhi",3.8,1400
418,Giani,"GM Town 2, North Delhi",4.0,400
419,Cocoberry,"CM Town 2, North Delhi",3.9,400
420,Pind Balluchi,BK East Delhi,3.5,1400
421,Fat,"FJ Cafe & MarketKailash Colony, South Delhi",4.2,2200
422,Cafe 2,"27 Colony, South Delhi",4.2,1700
423,Infinity,"IC Plaza,Mayur Vihar Phase - 1, East Delhi",4.2,3600
424,Great Plates by A,"AJ Galleria Mall,Mayur Vihar Phase - 1, East Delhi",3.8,1300
425,Naivedyam,"NH Khas Village, South Delhi",4.2,600
426,MWB Foody Bells,"BR Nagar, West Delhi",4.3,600
427,Konfidential Lounge & Bar,"BK Colony, South Delhi",4.2,600
428,Auro Kitchen & Bar,"BD Shopping Complex,Hauz Khas, South Delhi",4.2,2200
429,Summer House Cafe,"CD Shopping Complex,Hauz Khas, South Delhi",4.2,2800
430,Public Square,SK East Delhi,3.6,1500
431,Sanjha Chulha,"CK Colony, South Delhi",3.9,1500
432,Barsoom,"BH Khas Village, South Delhi",4.1,1400
433,Wow! Momo,"MH Khas Village, South Delhi",4.1,400
434,La Pino'z Pizza,"PK Community Center,Karkardooma, East Delhi",3.0,500
435,HKV Bar Exchange,"EH Khas Village, South Delhi",4.1,1300
436,Golden Fiesta,"FE of Kailash, South Delhi",4.0,1200
437,Cafe on 3,"3H Inn,Mayur Vihar Phase - 1, East Delhi",4.1,3000
438,Deli,"DB Cafe & DelicatessenCommunity Centre - New Friends Colony,New Friends Colony, South Delhi",4.4,1000
439,Imperfecto,"IH Khas Village, South Delhi",3.8,1300
440,The Rehab Gastropub,"GH Khas Village, South Delhi",4.1,2500
441,Cosy Restaurant,"RH Khas, South Delhi",4.1,1100
442,Garden House Cafe And Health Kitchen,"KS Jat, South Delhi",4.5,1400
443,Game of Momos,"MR Nagar, West Delhi",4.4,500
444,Hale And Hearty,"HH Khas, South Delhi",4.4,1500
445,The Record Room,"RH Khas Village, South Delhi",3.9,2500
446,True Blue,"BI Extension, East Delhi",3.4,800
447,Mad Over Donuts,"DG Kailash - 1, South Delhi",4.4,500
448,Ovenstory,"OM Nagar, North Delhi",0.0,800
449,Barbeque Nation,"NC Centre - New Friends Colony,New Friends Colony, South Delhi",4.2,1800
450,Yaara Da Chaska,"CV Vihar, East Delhi",4.6,900
451,Gastronomica Kitchen & Bar,"BG Kailash - 1, South Delhi",4.3,2200
452,Hari Mirch Masala,"MI Extension, East Delhi",2.3,400
453,Masala Incorporated,"IS Jat, South Delhi",4.2,900
454,Bakeburry,"BH Khas, South Delhi",4.2,1400
455,Cocoberry,"CG Kailash - 1, South Delhi",4.9,400
456,The Snook Hook Cafe,"CK Colony, South Delhi",3.7,1200
457,Chaskaa,"CA Vihar, East Delhi",4.1,900
458,Sampan,"ST Suryaa New Delhi,New Friends Colony, South Delhi",4.3,3500
459,D Streat Cafe,CJ South Delhi,0.0,500
460,Sandoz,"SC Tower,Nehru Place, South Delhi",4.1,1400
461,The Hangout Rolls,"RL Nagar, East Delhi",0.0,400
462,Rampur Kitchen,"KN Friends Colony, South Delhi",3.9,1000
463,Elation,"EG Kailash - 1, South Delhi",4.2,2800
464,Southy,"SH Khas, South Delhi",3.9,500
465,AIR An Ivory Region,"RC Road,Punjabi Bagh, West Delhi",3.9,2100
466,Mafioso,"MH Khas Village, South Delhi",3.3,2000
467,Ssence,"ST Suryaa New Delhi,New Friends Colony, South Delhi",3.9,2500
468,Bubble Waffle,WK East Delhi,2.5,500
469,Fio Cookhouse and Bar,"BE Food Mall,Nehru Place, South Delhi",4.4,2100
470,Dunkin' Donuts,"DE Food Mall,Nehru Place, South Delhi",4.4,400
471,The Irish House,"HE Food Mall,Nehru Place, South Delhi",4.3,2000
472,Behrouz Biryani,"BL Nagar, East Delhi",0.0,500
473,Ovenstory,"OL Nagar, East Delhi",0.0,800
474,Berco's,"BR Garden, West Delhi",4.3,1300
475,United Coffee House Rewind,"RE Food Mall,Nehru Place, South Delhi",4.3,2200
476,Cafe Madhuban,"MM Hotel,Greater Kailash - 1, South Delhi",3.0,1200
477,Tasim,"TR Garden, West Delhi",4.3,1100
478,Empress of China,"CE Hotel,Nehru Place, South Delhi",4.4,3000
479,The Asian Tuk Tuk,"TE Corporate Tower,Nehru Place, South Delhi",4.5,2300
480,The Wrap Factory,FK East Delhi,3.3,300
481,Dhaba Estd 1,"19 DelhiEpicuria Food Mall,Nehru Place, South Delhi",4.1,2000
482,Royal China,"CE Corporate Tower,Nehru Place, South Delhi",4.4,2700
483,New Delhicious Cafe,"CL Nagar, East Delhi",0.0,300
484,Zaika-,ZE East Delhi,3.4,600
485,Taste Drive,"DR Garden, West Delhi",5.0,300
486,Nashta,"NL Nagar - 1, South Delhi",0.0,200
487,The Flying Saucer,"SE Food Mall,Nehru Place, South Delhi",4.1,2800
488,Chowringhee,"CL Nagar, East Delhi",0.0,600
489,Wah Ji Wah,WS East Delhi,4.5,600
490,Baa Bistro,"BM Vihar Phase - 1, East Delhi",4.3,800
491,Subway,"ST India Mall,New Friends Colony, South Delhi",3.2,500
492,Giani,"GP Bagh, West Delhi",5.0,400
493,Hunger Nation,"NT Paragon Mall,Rajouri Garden, West Delhi",5.0,500
494,Nukkad Cafe & Bar,"BS Market,SDA, South Delhi",4.1,1500
495,Wow! Momo,"MA Vihar, East Delhi",3.0,400
496,Nimtho,"NG Kailash - 1, South Delhi",4.3,1200
497,Greenr Cafe,"CV Vihar, South Delhi",4.6,800
498,Grillz & Gravy,"GP Bagh, West Delhi",5.0,1000
499,Helter Skelter,"SS Market,SDA, South Delhi",4.2,1400
500,Fiery Grills,"GD Mall,Netaji Subhash Place, North Delhi",3.7,1800
501,Miss Nora,"NR Cube Monad Mall,Rajouri Garden, West Delhi",4.4,1600
502,Burger Point,"PL Nagar, East Delhi",0.0,300
503,I,"IC Food FactoryModel Town 3, North Delhi",3.0,500
504,Citrus Cafe,"CL Tree Hotel,Kaushambi, Ghaziabad",3.9,2000
505,Sandoz,"SR Garden, West Delhi",4.3,1400
506,Only Bar,"BN Place, South Delhi",4.4,1000
507,Cafe Delhi Heights,"HR Garden, West Delhi",4.4,1300
508,King Live At Breath,"BP Bagh, West Delhi",4.7,200
509,Gola Sizzlers,"SB Dutta Market,Rajouri Garden, West Delhi",4.0,1100
510,Cafe Sandoz,"SS Market,SDA, South Delhi",4.2,1400
511,Giani,"GD Colony, South Delhi",0.0,400
512,Cafe Desire,"DD Mall,Netaji Subhash Place, North Delhi",3.6,1500
513,Pind Balluchi,"BP Tower,Netaji Subhash Place, North Delhi",4.0,1400
514,IKK Panjab,"PB Dutta Market,Rajouri Garden, West Delhi",4.3,1000
515,Mad Over Donuts,"DP Mall,Sahibabad, Ghaziabad",4.9,500
516,Aashirwad Restaurant,"RL Nagar, East Delhi",0.0,400
517,Otik Cake Shop,"SR Garden, West Delhi",4.2,500
518,Pizza Hut,"HR Garden, West Delhi",4.2,800
519,Veggie's Kitchen,"KG Market,Lajpat Nagar - 4, South Delhi",1.0,600
520,Heartbeat,"HR Garden, West Delhi",4.6,1400
521,The Chocolate Room,"RV Vihar, South Delhi",4.4,800
522,Bean',"BD Jat, South Delhi",3.0,500
523,Veer Ji Malai Chaap Wale,WK East Delhi,1.8,600
524,Ovenstory,"OS Extension - 1, South Delhi",0.0,800
525,Behrouz Biryani,"BD Colony, South Delhi",0.0,700
526,What A Comic Show,"SS Market,SDA, South Delhi",4.0,1500
527,Typsy Crow,"CS Market,SDA, South Delhi",3.8,1800
528,The Blue Parrot Cafe,"CT Orion Plaza,Kalkaji, South Delhi",4.5,1500
529,Pizza Hut,"HE Mall,Kaushambi, Ghaziabad",3.7,800
530,Jazbaa Lounge and Bar,"BR Garden, West Delhi",4.1,2500
531,Pind Balluchi,"BG House,Nehru Place, South Delhi",3.8,1400
532,Cafe Tesu,"TE Farms,Aurobindo Marg, South Delhi",4.2,1500
533,Subs N Shakes,"SV Prime Plaza,Shalimar Bagh, North Delhi",4.7,400
534,Pinch of Spice,"SR Garden, West Delhi",4.4,1900
535,Dada Ji Di Punjabi Rasoi,"RS Bagh, North Delhi",4.0,800
536,SGF - Spice Grill Flame,"FA Millennium Tower,Netaji Subhash Place, North Delhi",3.9,500
537,Lord of the Drinks,"DR Garden, West Delhi",4.2,2500
538,Tippling Street,"SR Garden, West Delhi",4.2,2400
539,Pizza Hut,"HC Centre Vasant Vihar,Vasant Vihar, South Delhi",4.0,800
540,Breath - Fine Lounge and Bar,"BC Road,Punjabi Bagh, West Delhi",3.9,2000
541,Jungle Jamboree,"JR Garden, West Delhi",3.9,1400
542,Tandoori Hut - Tandoori Taste Redifined,RK South Delhi,5.0,300
543,The Chai Story,SN West Delhi,4.3,700
544,Bintang Sweet Thrills,"TR Garden, West Delhi",5.0,400
545,Dhaba - A Punjabi Theme,"TR Garden, West Delhi",3.9,1500
546,Nando's,"NP Bagh, West Delhi",4.5,1800
547,Wok in the Clouds,"CB Dutta Market,Rajouri Garden, West Delhi",4.2,2200
548,The Tummy Section,"SC Center,Rajouri Garden, West Delhi",3.6,600
549,Troy Lounge and Bar,"BP Bagh, West Delhi",3.6,1600
550,Raftaar - The High Speed Bar and Lounge,"LP Bagh, West Delhi",4.0,2000
551,P,"PC Vihar, South Delhi",4.2,3200
552,Papa,"PJ & SonsPaschim Vihar, West Delhi",4.1,900
553,Courtyard By Maini's Green Leaf,"LP Mall,Sahibabad, Ghaziabad",4.2,1100
554,Talli Station,"SR Garden, West Delhi",4.1,1500
555,The Yellow Chilli,"CP Mall,Sahibabad, Ghaziabad",4.1,1100
556,Nori,"NP Bagh, West Delhi",4.7,1500
557,Wok in the Clouds,"CP Bagh, West Delhi",4.0,2200
558,Electro,"ER Garden, West Delhi",3.8,2000
559,Sardar-,"SJ CoffeeMalviya Nagar, South Delhi",4.4,600
560,Papa,"PJ & SonsPunjabi Bagh, West Delhi",3.9,900
561,Play Pizza,"PL Nagar, East Delhi",0.0,500
562,The Waffle Co.,"CS Bagh, North Delhi",4.1,400
563,TEO - Lounge & Bar,"BP Bagh, West Delhi",4.1,2200
564,Pind Balluchi,"BH TE,Greater Kailash - 1, South Delhi",3.9,1400
565,Roll Mad By 34 Chowringhee Lane,"LR Bagh, North Delhi",4.0,200
566,Mealodrama Modern Bistro,"BR Garden, West Delhi",3.9,1300
567,The Tandoor,"TR Garden, West Delhi",3.3,800
568,MAD - Music and Drinks,"DR Garden, West Delhi",3.8,3000
569,Hashtag Foods,"FA Millennium Tower,Netaji Subhash Place, North Delhi",2.6,500
570,Sura Vie,"VP Bagh, West Delhi",4.2,1800
571,The Race Lounge And Bar,"BR Garden, West Delhi",3.6,1700
572,Hippie Bus,"BS Galaxy Complex,Anand Vihar, East Delhi",3.9,800
573,Imly,"IR Garden, West Delhi",4.0,800
574,Subway,SK East Delhi,1.0,500
575,Boombox Cafe,"CR Garden, West Delhi",4.0,2500
576,Cartoony Planet,"PP Bagh, West Delhi",4.2,1400
577,Clue,"CP Bagh, West Delhi",3.8,2000
578,Sardar-,"SJ Coffee & Co.Punjabi Bagh, West Delhi",3.6,700
579,The Dine Room,"RP Bagh, West Delhi",4.1,1500
580,Qubitos - The Terrace Cafe,"CR Garden, West Delhi",4.0,2000
581,Duty Free,"FR Garden, West Delhi",3.9,2300
582,The Pine House Cafe,"CM Phase - 2, West Delhi",3.0,400
583,Biryani Blues,"BC Market,Malviya Nagar, South Delhi",4.4,700
584,Al,"AK Bagh, West Delhi",3.2,800
585,Spice Aangan,"AS Market,SDA, South Delhi",3.0,800
586,The Chaisaa,"CU Cinema Complex,Green Park, South Delhi",1.0,600
587,High On Burgers,"BS Niketan, South Delhi",0.0,300
588,The Backyard,"BP Bagh, West Delhi",4.3,1500
589,Empress Delhi,"DR Garden, West Delhi",4.1,1000
590,Whiz Cafe,"CG Kailash - 2, South Delhi",4.0,800
591,Lucknow Central - Kebabs And Curries,"CC Park, South Delhi",5.0,600
592,Flavors Of Chennai,"CC Market,Malviya Nagar, South Delhi",4.3,400
593,Chowringhee,"CV Nagar, North Delhi",0.0,600
594,Six Degree Cakes and Coffees,"CS Enclave Market,Safdarjung, South Delhi",1.0,500
595,Beliram Degchiwala,"DC Market,Malviya Nagar, South Delhi",4.3,1100
596,Cafe Rendezvous,"RC Market,Malviya Nagar, South Delhi",4.1,2000
597,Ocean Blue,"BH Blue Stone,Kaushambi, Ghaziabad",4.8,1200
598,Pizza Hut,"HC Market,Malviya Nagar, South Delhi",4.3,800
599,Maini's Green Leaf,"LK Metro Station,Kaushambi, Ghaziabad",4.2,1000
600,Pizza,"P8 Vihar, East Delhi",0.0,500
601,Anna Ka Dosa,DK South Delhi,5.0,300
602,Doodle's Garden,"GP Bagh, West Delhi",3.9,2900
603,Suroor Reloaded,"RR Garden, West Delhi",3.7,2100
604,The Big Bun,"BV Nagar, North Delhi",0.0,300
605,Little Chef,CK South Delhi,4.0,600
606,Da Pizza Makers,"MQ Institutional Area, South Delhi",5.0,600
607,Mughal Darbar Restaurant,"RP Bagh, West Delhi",4.2,800
608,Momo Nation Cafe,"CT Garden, West Delhi",4.0,400
609,Sky Heart Lounge and Bar,"BP Bagh, West Delhi",3.9,1800
610,Rooftop – The View,"VR Blu,Kaushambi, Ghaziabad",4.2,2800
611,Lawn Bistro,"BS 15 A, Noida",4.3,3000
612,Tandoori Brothers,"BM Nagar, South Delhi",5.0,800
613,Singh's Vadapav,"VV Nagar, North Delhi",0.0,300
614,Panky's Pastry Shop,"SS Nagar, West Delhi",4.7,400
615,Stop My Starvation,"SC Market,Malviya Nagar, South Delhi",4.0,400
616,Bar,"BS Subhash Place, North Delhi",2.3,800
617,Bunty Dhaba,"DC Park, South Delhi",4.5,600
618,Nathu's Sweets,"SR Garden, West Delhi",3.4,500
619,Kulfiano,"KV Nagar, North Delhi",0.0,200
620,Behrouz Biryani,"BR Garden, West Delhi",3.0,500
621,Tikka Junction,"JR Garden, West Delhi",3.6,1500
622,THE G,"GO FOOD CAFEPankaj Arcade,Pitampura, North Delhi",4.2,900
623,Shaan E Awadh,"AM Nagar, North Delhi",2.0,1200
624,Tiffynn,"TV Enclave, East Delhi",4.5,400
625,Naivedyam,NK South Delhi,4.3,600
626,Waves,WA South Delhi,4.3,1600
627,Oh! Calcutta,"CG Kailash - 2, South Delhi",4.4,1200
628,SGF - Spice Grill Flame,"FP Bagh, West Delhi",4.0,500
629,Khidmat,KK South Delhi,4.2,1100
630,Kitchen Klub Bar Restaurant,"RM Phase - 2, West Delhi",4.1,1600
631,Berco's,"BP City Centre,Pitampura, North Delhi",4.3,1300
632,Banana Leaves,"LV Sunrise Plaza,Vasundhara Enclave, East Delhi",4.0,300
633,Gaon,"GM Nagar, South Delhi",4.0,800
634,Hey Xenia,"XP Bagh, West Delhi",3.6,1500
635,"Local heightsPunjabi Bagh, West Delhi₹ 800 for 2 (approx) | North Indian, Asian, Chinese",,3.9,800
636,Aami Bangali,"BC Park, South Delhi",3.7,1000
637,My Spice Kitchen,"KC Park, South Delhi",4.0,1000
638,Nikke Tikke,TK South Delhi,4.0,1000
639,Slic Chic,"CS Bagh, North Delhi",3.4,700
640,Kake Da Hotel,"HC Park, South Delhi",4.4,800
641,Radioactive Cafe,"CC Road,Punjabi Bagh, West Delhi",3.8,2200
642,Food Uncensored,"US Sarai, South Delhi",5.0,400
643,Munchies Midnight Delivery,"DV Sunrise Plaza,Vasundhara Enclave, East Delhi",4.5,600
644,"Choko laKirti Nagar, West Delhi₹ 800 for 2 (approx) | Desserts",,0.0,800
645,Burger Singh - Big Punjabi Burgers,BK South Delhi,4.4,400
646,Chumbakia Cafe and Bar,"BK Main Market,Kalkaji, South Delhi",3.5,1000
647,T-enjoy,"TA Complex,Preet Vihar, East Delhi",0.0,600
648,Southy,SA South Delhi,4.0,500
649,SGF - Spice Grill Flame,"FA Tower,Shalimar Bagh, North Delhi",2.7,500
650,Chateau de Pondichery,PA South Delhi,4.4,2000
651,Wendy's,WK South Delhi,4.0,500
652,Emoi,"EP Mall,Tagore Garden, West Delhi",5.0,200
653,Catalyst Cafe,"CS Nagar, Ghaziabad",4.0,600
654,Chungwa,"CG Kailash - 2, South Delhi",4.3,1200
655,Biryani Blues,BK South Delhi,4.3,700
656,Truffle Story,"SC Park, South Delhi",4.8,500
657,Barbeque Nation,"NS Suites,Sector 16, Noida",4.5,1900
658,You Mee,"MG Kailash - 2, South Delhi",4.6,1500
659,The Champaran's Kitchen,"KN Friends Colony, South Delhi",1.0,800
660,Oodles Noodles,"NM Nagar, South Delhi",4.5,1200
661,Coffee Cafe 9,"9M Nagar, South Delhi",4.7,700
662,Punjab Grill,"GP Mall,Tagore Garden, West Delhi",4.1,2200
663,Bake,"BA Shopping Complex,Alaknanda, South Delhi",3.0,500
664,Cafe Delhi Heights,"HP Mall,Tagore Garden, West Delhi",4.4,1300
665,The Belgian Fries Company,"CP Mall,Tagore Garden, West Delhi",4.7,500
666,The Snook Hook Cafe,CK South Delhi,3.3,1200
667,Kake Da Hotel,"HM Nagar, South Delhi",4.0,800
668,Kiara - Soul Kitchen,"KG Kailash - 2, South Delhi",4.4,1800
669,La Casa The Home,"HS Bagh, North Delhi",5.0,400
670,Mensho Tokyo,"TG Kailash - 2, South Delhi",4.5,1500
671,Hello Pizza!,"PS Chamber 2,RK Puram, South Delhi",0.0,600
672,The Himalayan Kitchen,"KM Block Market,Greater Kailash - 2, South Delhi",4.3,1300
673,Shaolin,"SM Nagar, South Delhi",3.8,500
674,Tikka Junction,"JM Nagar, South Delhi",4.2,800
675,Shibuya Food & Bar,"BG Kailash - 2, South Delhi",4.4,1800
676,Pizza Hut,"HP Mall,Tagore Garden, West Delhi",4.3,800
677,Tossin Pizza,"PM Block Market,Greater Kailash - 2, South Delhi",4.3,800
678,Subway,"SP Mall,Tagore Garden, West Delhi",4.3,500
679,Wow! Momo,"MM Nagar, South Delhi",4.0,400
680,Big Fat Sandwich and Pizza,"PM Block Market,Greater Kailash - 2, South Delhi",4.3,900
681,Laidback Cafe,"CG Kailash - 2, South Delhi",4.3,1800
682,Mad Over Donuts,"DP Mall,Tagore Garden, West Delhi",4.3,500
683,Pizza Hut,"HD Building,Dilshad Garden, East Delhi",4.4,800
684,In The Punjab,"PM Block Market,Greater Kailash - 2, South Delhi",4.4,3000
685,Diva - The Italian,"IG Kailash - 2, South Delhi",4.0,2200
686,Cafe Green,"GC Park, South Delhi",4.1,800
687,Pudding & Pie,"PM Nagar, South Delhi",3.0,400
688,Mandy's Hut,"HG Market,Lajpat Nagar - 4, South Delhi",0.0,400
689,Dunkin' Donuts,"DP Mall,Tagore Garden, West Delhi",4.1,400
690,Madly Bangalee,"BC Park, South Delhi",3.0,600
691,Momo King,"KG Plaza,Malviya Nagar, South Delhi",3.5,500
692,Cafe Platonic,"PS Niketan, South Delhi",4.0,1200
693,Legends Of India,"IS Suites,Sector 16, Noida",3.6,1000
694,The Kathi's,"KG Kailash - 1, South Delhi",1.0,400
695,Laidback Cafe,"CD Avenue,Saket, South Delhi",4.5,2200
696,Cosme Restaurant Lounge,"LH Royal Castle Grand,Chittaranjan Park, South Delhi",4.0,800
697,Daryaganj,"DP Mall,Tagore Garden, West Delhi",3.8,2000
698,Sai Kathi Zone,"ZY Sarai, South Delhi",0.0,300
699,Sattvik,"SS Citywalk Mall,Saket, South Delhi",4.4,2000
700,Wrapss,WN West Delhi,0.0,400
701,Burma Burma,"BS Citywalk Mall,Saket, South Delhi",4.7,1500
702,Berco's,"BM Metropolitan Mall,Saket, South Delhi",4.3,1300
703,Jom Jom Malay,"MS Citywalk Mall,Saket, South Delhi",4.5,1500
704,Excuse Me Boss,"BM Metropolitan Mall,Saket, South Delhi",4.3,2200
705,Cake Walkers,"WK Nagar, West Delhi",5.0,600
706,Baba Rolls,"RS Citywalk Mall,Saket, South Delhi",4.3,600
707,Pizza Hut,"HO Phase - 2, South Delhi",5.0,800
708,Bread Talk,"TS Citywalk Mall,Saket, South Delhi",4.4,800
709,Mohit Sweets And Family Restaurant,RV Ghaziabad,5.0,500
710,6,"64 Inn and Suites By Radisson-Sahibabad,Sahibabad, Ghaziabad",4.6,4500
711,Chhoti Haveli,"HJ Road, West Delhi",4.1,800
712,The Chef,CS South Delhi,0.0,500
713,Wah Ji Wah,"WM Nagar, South Delhi",3.0,600
714,Mamagoto,"MS Citywalk Mall,Saket, South Delhi",4.4,1500
715,Swada Da Adda,"AM Nagar, West Delhi",0.0,600
716,FIO P,"PO Avenue,Saket, South Delhi",4.4,1500
717,Taco Bell,"BS Citywalk Mall,Saket, South Delhi",4.1,500
718,Punjab Grill,"GS Citywalk Mall,Saket, South Delhi",4.1,1600
719,Tangerine,"TM Sarovar Portico,Vaishali, Ghaziabad",4.2,1500
720,Joy Luck Moon,"MS Citywalk Mall,Saket, South Delhi",4.3,1800
721,Kesar,"KA Chambers,Pitampura, North Delhi",4.4,800
722,Mad Over Donuts,"DM Metro Mall,Vaishali, Ghaziabad",4.2,500
723,MAI B,"BA Avenue,Saket, South Delhi",4.3,1300
724,Cafe Delhi Heights,"HD Avenue,Saket, South Delhi",4.3,1300
725,Mahabelly,"MD Avenue,Saket, South Delhi",4.6,1200
726,Dhaba Estd 1,"19 DelhiDLF Avenue,Saket, South Delhi",4.4,2000
727,Wow! Momo,"MS Citywalk Mall,Saket, South Delhi",4.2,400
728,High On Burgers,BS South Delhi,0.0,300
729,Mitra Di Chaap,"CM Vihar Phase - 2, East Delhi",0.0,400
730,Kolkata Biryani House,"HC Park, South Delhi",2.3,500
731,Chili's American Grill and Bar,"BD Avenue,Saket, South Delhi",4.3,1300
732,Ping's Cafe Orient,"OD Avenue,Saket, South Delhi",4.2,1800
733,Smoke House Deli,"DD Avenue,Saket, South Delhi",4.3,1500
734,Q,QL South Delhi,4.2,3200
735,The Wrap Factory,"FM Nagar, West Delhi",0.0,300
